SecurityKey,VendorKey,RatingTypeKey,CurrentRating,PreviousRating,RatingStartDate,RatingEndDate,IsOutlier
135,1,1,BB,B,2015-05-06,,False
135,3,1,BB,,2009-04-28,2016-09-14,False
135,3,1,BB,BB,2016-09-15,,False
135,4,1,B,,2012-06-15,2013-03-19,False
135,4,1,B,B,2013-03-20,2016-05-01,False
135,4,1,CCC,B,2016-05-02,,False
136,1,1,AA,,2014-01-14,2014-09-22,False
136,1,1,AA,AA,2014-09-23,2015-09-29,False
136,1,1,AA,AA,2015-09-30,,False
136,3,1,A,,2012-04-24,,False
137,1,1,AA,,2014-05-13,2014-07-17,False
137,1,1,AA,AA,2014-07-18,,False
137,4,1,A,,2012-06-15,2013-03-19,False
137,4,1,A,A,2013-03-20,2016-03-02,False
137,4,1,BBB,A,2016-03-03,,False
138,1,1,BBB,,2013-12-26,2015-04-13,False
138,1,1,A,BBB,2015-04-14,2015-11-05,False
138,1,1,A,A,2015-11-06,,False
138,2,1,BBB,,2012-06-15,,False
138,4,1,BBB,,2012-09-19,2016-10-05,False
138,4,1,BBB,BBB,2016-10-06,,False
139,1,1,BB,,2014-06-04,2014-12-07,False
139,1,1,BB,BB,2014-12-08,2015-08-09,False
139,1,1,B,BB,2015-08-10,,False
139,2,1,BB,,2012-09-24,,False
139,4,1,BB,,2012-06-15,2016-09-13,False
139,4,1,B,BB,2016-09-14,,False
140,3,1,BB,,2015-09-30,2016-09-29,False
140,3,1,BB,BB,2016-09-30,,False
141,1,1,A,,2013-08-23,2014-11-12,False
141,1,1,A,A,2014-11-13,,False
141,2,1,BBB,,2016-08-12,,False
141,4,1,BBB,,2012-06-15,2012-11-26,False
141,4,1,BBB,BBB,2012-11-27,2016-02-17,False
141,4,1,B,BBB,2016-02-18,,False
142,1,1,B,,2014-05-05,2015-03-23,False
142,1,1,B,B,2015-03-24,2015-07-30,False
142,1,1,B,B,2015-07-31,,False
142,2,1,BB,,2012-11-01,,False
143,4,1,BBB,,2012-06-15,2013-06-27,False
143,4,1,BBB,BBB,2013-06-28,2014-03-09,False
143,4,1,BBB,BBB,2014-03-10,2015-06-21,False
143,4,1,BBB,BBB,2015-06-22,2016-11-27,False
143,4,1,BBB,BBB,2016-11-28,,False
144,4,1,BBB,,2012-06-15,2012-08-19,False
144,4,1,BBB,BBB,2012-08-20,2013-10-28,False
144,4,1,BBB,BBB,2013-10-29,2015-01-20,False
144,4,1,BBB,BBB,2015-01-21,,False
145,1,1,B,,2013-06-11,2013-12-03,False
145,1,1,B,B,2013-12-04,2014-08-27,False
145,1,1,BB,B,2014-08-28,,False
145,3,1,BB,,2016-08-04,,False
145,4,1,BB,,2012-06-15,2016-04-25,False
145,4,1,B,BB,2016-04-26,,False
146,1,1,A,,2014-03-20,2015-05-25,False
146,1,1,BB,A,2015-05-26,,False
146,3,1,BBB,,2015-11-13,,False
146,4,1,BB,,2012-06-15,,False
147,1,1,BBB,,2014-11-04,2015-11-10,False
147,1,1,BBB,BBB,2015-11-11,,False
147,4,1,BBB,,2013-03-05,2014-03-04,False
147,4,1,BBB,BBB,2014-03-05,,False
148,2,1,B,,2016-03-09,,False
148,4,1,BBB,,2012-06-15,2015-01-19,False
148,4,1,BBB,BBB,2015-01-20,,False
149,1,1,A,,2014-06-11,2015-09-21,False
149,1,1,BB,A,2015-09-22,,False
149,2,1,A,,2012-06-15,,False
149,4,1,A,,2012-11-28,2015-04-09,False
149,4,1,BBB,A,2015-04-10,,False
150,4,1,BBB,,2012-06-15,2012-12-05,False
150,4,1,BBB,BBB,2012-12-06,2014-10-16,False
150,4,1,BB,BBB,2014-10-17,2016-02-02,False
150,4,1,C,BB,2016-02-03,2016-09-07,False
150,4,1,CCC,C,2016-09-08,,False
151,4,1,BBB,,2012-06-15,2012-11-14,False
151,4,1,BBB,BBB,2012-11-15,,False
152,3,1,BBB,,2014-09-11,2015-07-30,False
152,3,1,BBB,BBB,2015-07-31,2016-07-18,False
152,3,1,BBB,BBB,2016-07-19,,False
153,1,1,A,,2014-09-02,2015-08-26,False
153,1,1,A,A,2015-08-27,,False
153,4,1,BBB,,2012-06-15,2012-07-05,False
153,4,1,BBB,BBB,2012-07-06,2014-01-30,False
153,4,1,A,BBB,2014-01-31,,False
154,1,1,BB,,2015-05-05,,False
154,4,1,BB,,2013-09-09,2016-02-10,False
154,4,1,CCC,BB,2016-02-11,2016-07-27,False
154,4,1,CCC,CCC,2016-07-28,,False
155,4,1,B,,2015-03-05,2015-11-05,False
155,4,1,B,B,2015-11-06,,False
156,4,1,BBB,,2016-02-08,,False
157,4,1,A,,2012-06-15,2012-11-26,False
157,4,1,BBB,A,2012-11-27,2013-11-17,False
157,4,1,BBB,BBB,2013-11-18,,False
158,1,1,BBB,,2013-10-31,2014-11-13,False
158,1,1,BBB,BBB,2014-11-14,2015-11-09,False
158,1,1,BBB,BBB,2015-11-10,,False
158,4,1,BBB,,2012-06-15,2016-11-15,False
158,4,1,BBB,BBB,2016-11-16,,False
159,4,1,BB,,2015-09-14,,False
160,3,1,BB,,2016-11-14,,False
160,4,1,BB,,2016-03-14,,False
161,1,1,A,,2014-06-10,2014-11-11,False
161,1,1,BBB,A,2014-11-12,2015-12-01,False
161,1,1,BBB,BBB,2015-12-02,,False
161,4,1,BBB,,2012-06-15,,False
162,1,1,AA,,2013-09-17,2014-08-13,False
162,1,1,AA,AA,2014-08-14,,False
162,4,1,AA,,2012-11-26,2016-04-07,False
162,4,1,AA,AA,2016-04-08,,False
163,3,1,BB,,2016-01-27,2016-09-18,False
163,3,1,BB,BB,2016-09-19,,False
163,4,1,BB,,2012-06-15,,False
164,1,1,BB,,2013-06-21,2013-10-03,False
164,1,1,BB,BB,2013-10-04,2015-06-04,False
164,1,1,BB,BB,2015-06-05,2015-12-13,False
164,1,1,BB,BB,2015-12-14,,False
164,3,1,BB,,2016-12-14,,False
165,3,1,BB,,2012-05-21,2013-05-14,False
165,3,1,BB,BB,2013-05-15,2014-05-07,False
165,3,1,BB,BB,2014-05-08,2015-05-27,False
165,3,1,BB,BB,2015-05-28,2016-05-17,False
165,3,1,BB,BB,2016-05-18,2016-12-15,False
165,3,1,BB,BB,2016-12-16,,False
166,3,1,B,,2014-03-04,2015-04-21,False
166,3,1,BB,B,2015-04-22,2016-03-16,False
166,3,1,BBB,BB,2016-03-17,,False
167,3,1,BB,,2011-06-24,2012-02-15,False
167,3,1,BB,BB,2012-02-16,2015-06-21,False
167,3,1,BB,BB,2015-06-22,2015-12-29,False
167,3,1,BB,BB,2015-12-30,2016-06-30,False
167,3,1,BB,BB,2016-07-01,,False
168,3,1,B,,2016-12-07,,False
169,3,1,BB,,2011-10-26,2014-06-02,False
169,3,1,B,BB,2014-06-03,2015-06-02,False
169,3,1,B,B,2015-06-03,2016-06-16,False
169,3,1,B,B,2016-06-17,2016-11-22,False
169,3,1,B,B,2016-11-23,,False
170,1,1,BB,,2013-12-24,2015-01-07,False
170,1,1,BB,BB,2015-01-08,,False
170,4,1,BBB,,2015-07-15,,False
171,1,1,A,,2014-05-27,2014-12-02,False
171,1,1,A,A,2014-12-03,2015-09-20,False
171,1,1,A,A,2015-09-21,,False
171,4,1,A,,2012-06-15,2016-08-07,False
171,4,1,A,A,2016-08-08,,False
172,4,1,BBB,,2012-06-15,2016-10-31,False
172,4,1,BBB,BBB,2016-11-01,,False
173,1,1,BB,,2013-06-12,2014-03-18,False
173,1,1,BBB,BB,2014-03-19,2014-12-03,False
173,1,1,A,BBB,2014-12-04,2015-10-05,False
173,1,1,BBB,A,2015-10-06,,False
174,2,1,BBB,,2012-11-29,,False
174,4,1,BBB,,2012-06-15,2015-09-21,False
174,4,1,BBB,BBB,2015-09-22,,False
175,1,1,BB,,2013-08-16,2014-10-27,False
175,1,1,BB,BB,2014-10-28,2015-07-29,False
175,1,1,BB,BB,2015-07-30,,False
175,4,1,BBB,,2012-06-15,2016-12-06,False
175,4,1,BBB,BBB,2016-12-07,,False
176,1,1,CCC,,2013-09-20,,False
177,1,1,A,,2013-10-28,2015-05-04,False
177,1,1,AA,A,2015-05-05,2015-08-03,False
177,1,1,AA,AA,2015-08-04,,False
177,4,1,A,,2012-06-15,2012-10-31,False
177,4,1,A,A,2012-11-01,2016-08-08,False
177,4,1,A,A,2016-08-09,,False
178,3,1,B,,2016-04-15,2016-12-20,False
178,3,1,B,B,2016-12-21,,False
179,1,1,BBB,,2013-07-31,2015-02-03,False
179,1,1,BBB,BBB,2015-02-04,2015-10-28,False
179,1,1,A,BBB,2015-10-29,,False
179,3,1,BBB,,2016-12-14,,False
180,3,1,BBB,,2016-09-20,,False
181,1,1,A,,2013-10-09,2014-09-30,False
181,1,1,A,A,2014-10-01,2015-09-30,False
181,1,1,A,A,2015-10-01,,False
182,1,1,A,,2014-06-13,2014-12-17,False
182,1,1,A,A,2014-12-18,2015-11-29,False
182,1,1,A,A,2015-11-30,,False
183,1,1,A,,2014-05-12,2015-05-10,False
183,1,1,A,A,2015-05-11,2015-09-15,False
183,1,1,A,A,2015-09-16,,False
183,2,1,BBB,,2013-05-29,,False
183,4,1,BBB,,2016-11-28,,False
184,4,1,BBB,,2014-08-13,2015-08-30,False
184,4,1,BBB,BBB,2015-08-31,,False
185,1,1,BBB,,2013-10-29,2014-08-05,False
185,1,1,BBB,BBB,2014-08-06,,False
186,3,1,BBB,,2011-03-18,2012-08-15,False
186,3,1,BBB,BBB,2012-08-16,2015-06-29,False
186,3,1,BBB,BBB,2015-06-30,2016-01-28,False
186,3,1,BBB,BBB,2016-01-29,,False
186,4,1,BBB,,2012-06-15,2013-09-09,False
186,4,1,BBB,BBB,2013-09-10,,False
187,4,1,BBB,,2012-06-15,2013-02-12,False
187,4,1,A,BBB,2013-02-13,2014-02-20,False
187,4,1,A,A,2014-02-21,2014-08-04,False
187,4,1,A,A,2014-08-05,2016-02-16,False
187,4,1,A,A,2016-02-17,2016-07-11,False
187,4,1,A,A,2016-07-12,,False
188,1,1,BBB,,2014-01-15,2015-04-06,False
188,1,1,BBB,BBB,2015-04-07,,False
188,4,1,A,,2012-06-15,2012-11-27,False
188,4,1,BBB,A,2012-11-28,,False
189,1,1,A,,2014-02-14,2015-02-09,False
189,1,1,BBB,A,2015-02-10,,False
189,4,1,BBB,,2016-01-20,,False
190,1,1,BBB,,2013-11-08,2014-08-14,False
190,1,1,BB,BBB,2014-08-15,2015-11-26,False
190,1,1,BBB,BB,2015-11-27,,False
190,3,1,BB,,2011-04-27,2012-04-22,False
190,3,1,BB,BB,2012-04-23,2013-04-08,False
190,3,1,BB,BB,2013-04-09,2016-11-28,False
190,3,1,BB,BB,2016-11-29,,False
191,2,1,BBB,,2015-06-09,2015-09-21,False
191,2,1,BBB,BBB,2015-09-22,,False
191,4,1,BBB,,2016-11-01,,False
192,4,1,CCC,,2013-09-10,2014-12-02,False
192,4,1,CCC,CCC,2014-12-03,2016-01-26,False
192,4,1,CCC,CCC,2016-01-27,,False
193,3,1,BB,,2012-03-05,2013-01-16,False
193,3,1,BBB,BB,2013-01-17,2014-01-23,False
193,3,1,BBB,BBB,2014-01-24,2015-05-27,False
193,3,1,BBB,BBB,2015-05-28,2016-01-10,False
193,3,1,BBB,BBB,2016-01-11,,False
194,3,1,B,,2014-05-06,2015-04-16,False
194,3,1,B,B,2015-04-17,2016-03-29,False
194,3,1,B,B,2016-03-30,2016-12-15,False
194,3,1,CCC,B,2016-12-16,,False
195,3,1,BBB,,2016-08-08,,False
195,4,1,BBB,,2012-06-15,2012-07-09,False
195,4,1,BBB,BBB,2012-07-10,,False
196,1,1,BBB,,2013-09-13,2014-08-18,False
196,1,1,BBB,BBB,2014-08-19,2015-11-16,False
196,1,1,BBB,BBB,2015-11-17,,False
196,3,1,BBB,,2016-10-17,,False
196,4,1,BBB,,2012-06-15,2012-08-26,False
196,4,1,BBB,BBB,2012-08-27,,False
197,1,1,BBB,,2013-12-27,,False
197,3,1,BBB,,2013-04-29,2016-01-19,False
197,3,1,BBB,BBB,2016-01-20,,False
198,1,1,AA,,2013-11-05,2014-10-22,False
198,1,1,AA,AA,2014-10-23,,False
198,3,1,BBB,,2010-12-22,2013-04-16,False
198,3,1,A,BBB,2013-04-17,,False
198,4,1,BBB,,2012-06-15,2015-09-09,False
198,4,1,BBB,BBB,2015-09-10,,False
199,1,1,A,,2014-11-19,,False
199,3,1,A,,2016-12-14,,False
199,4,1,BBB,,2012-06-15,2013-04-28,False
199,4,1,BBB,BBB,2013-04-29,2013-11-24,False
199,4,1,BBB,BBB,2013-11-25,2015-09-14,False
199,4,1,A,BBB,2015-09-15,,False
200,4,1,BB,,2013-01-17,2014-07-23,False
200,4,1,BB,BB,2014-07-24,,False
201,3,1,B,,2011-06-01,2012-04-25,False
201,3,1,B,B,2012-04-26,2012-10-16,False
201,3,1,B,B,2012-10-17,2014-04-29,False
201,3,1,B,B,2014-04-30,2015-04-22,False
201,3,1,B,B,2015-04-23,2016-04-20,False
201,3,1,CC,B,2016-04-21,2016-09-12,False
201,3,1,B,CC,2016-09-13,,False
202,2,1,B,,2012-06-15,2012-11-29,False
202,2,1,B,B,2012-11-30,2014-07-31,False
202,2,1,B,B,2014-08-01,,False
202,3,1,B,,2016-06-28,,False
203,1,1,A,,2014-12-15,,False
203,4,1,BBB,,2012-06-15,2013-02-11,False
203,4,1,BBB,BBB,2013-02-12,2014-05-20,False
203,4,1,A,BBB,2014-05-21,2016-02-17,False
203,4,1,BBB,A,2016-02-18,,False
204,1,1,A,,2014-03-26,2015-06-02,False
204,1,1,A,A,2015-06-03,2015-12-06,False
204,1,1,A,A,2015-12-07,,False
204,4,1,A,,2012-06-15,,False
205,3,1,BB,,2014-06-12,2015-06-25,False
205,3,1,BB,BB,2015-06-26,2016-06-15,False
205,3,1,BB,BB,2016-06-16,2016-09-28,False
205,3,1,BB,BB,2016-09-29,,False
206,1,1,A,,2013-07-29,2014-07-06,False
206,1,1,A,A,2014-07-07,,False
206,2,1,BBB,,2016-10-27,,False
206,3,1,BBB,,2016-04-22,,False
206,4,1,BB,,2012-06-15,,False
207,4,1,A,,2012-06-15,2012-07-31,False
207,4,1,A,A,2012-08-01,2015-05-31,False
207,4,1,A,A,2015-06-01,2016-05-04,False
207,4,1,A,A,2016-05-05,,False
208,4,1,A,,2012-06-15,2012-11-07,False
208,4,1,A,A,2012-11-08,2013-10-30,False
208,4,1,A,A,2013-10-31,2014-08-27,False
208,4,1,A,A,2014-08-28,2015-09-14,False
208,4,1,A,A,2015-09-15,2016-07-27,False
208,4,1,A,A,2016-07-28,,False
209,3,1,BBB,,2012-07-30,2014-05-25,False
209,3,1,BBB,BBB,2014-05-26,2015-03-01,False
209,3,1,BBB,BBB,2015-03-02,,False
209,4,1,BBB,,2012-06-15,,False
210,2,1,BBB,,2014-06-25,,False
210,3,1,BB,,2016-08-31,,False
211,1,1,BBB,,2014-03-28,2015-04-29,False
211,1,1,BBB,BBB,2015-04-30,2015-10-26,False
211,1,1,BBB,BBB,2015-10-27,,False
211,3,1,BBB,,2012-04-17,2013-04-02,False
211,3,1,BBB,BBB,2013-04-03,,False
212,1,1,BBB,,2014-02-03,2014-07-28,False
212,1,1,BBB,BBB,2014-07-29,2015-10-26,False
212,1,1,BBB,BBB,2015-10-27,,False
212,4,1,A,,2012-06-15,2012-10-21,False
212,4,1,A,A,2012-10-22,,False
213,1,1,BBB,,2013-09-06,2015-03-09,False
213,1,1,BBB,BBB,2015-03-10,2015-10-28,False
213,1,1,BBB,BBB,2015-10-29,,False
214,1,1,A,,2015-08-11,,False
214,3,1,A,,2015-05-28,,False
214,4,1,A,,2012-06-15,2012-08-12,False
214,4,1,A,A,2012-08-13,,False
215,1,1,CC,,2013-08-26,2014-12-18,False
215,1,1,B,CC,2014-12-19,2015-12-01,False
215,1,1,B,B,2015-12-02,,False
216,4,1,A,,2016-05-18,,False
217,1,1,A,,2014-02-26,2014-08-26,False
217,1,1,A,A,2014-08-27,,False
217,3,1,BBB,,2011-05-16,2013-06-27,False
217,3,1,BBB,BBB,2013-06-28,2015-08-10,False
217,3,1,BBB,BBB,2015-08-11,,False
217,4,1,BBB,,2012-06-15,2016-11-14,False
217,4,1,BBB,BBB,2016-11-15,,False
218,3,1,BB,,2015-09-29,2016-10-23,False
218,3,1,BB,BB,2016-10-24,,False
218,4,1,BB,,2012-06-15,2012-09-17,False
218,4,1,BBB,BB,2012-09-18,2013-09-26,False
218,4,1,BB,BBB,2013-09-27,,False
219,3,1,BB,,2013-06-13,2014-05-08,False
219,3,1,BB,BB,2014-05-09,2014-09-02,False
219,3,1,BB,BB,2014-09-03,2016-04-24,False
219,3,1,BB,BB,2016-04-25,,False
219,4,1,BB,,2012-06-15,,False
220,3,1,A,,2010-12-23,2011-12-21,False
220,3,1,A,A,2011-12-22,2012-12-11,False
220,3,1,A,A,2012-12-12,2013-12-16,False
220,3,1,A,A,2013-12-17,2015-01-08,False
220,3,1,A,A,2015-01-09,2016-01-07,False
220,3,1,A,A,2016-01-08,2016-08-30,False
220,3,1,A,A,2016-08-31,,False
221,3,1,BBB,,2013-11-26,,False
222,3,1,BBB,,2015-07-01,,False
222,4,1,BB,,2012-08-06,2014-01-09,False
222,4,1,BB,BB,2014-01-10,,False
223,1,1,BBB,,2013-08-02,2015-02-10,False
223,1,1,BBB,BBB,2015-02-11,,False
223,3,1,BBB,,2012-09-17,2015-08-11,False
223,3,1,BBB,BBB,2015-08-12,2016-08-17,False
223,3,1,BBB,BBB,2016-08-18,,False
223,4,1,BB,,2012-06-15,,False
224,1,1,B,,2013-06-07,2013-12-12,False
224,1,1,B,B,2013-12-13,2015-05-28,False
224,1,1,B,B,2015-05-29,2015-11-29,False
224,1,1,BB,B,2015-11-30,,False
225,2,1,BBB,,2013-03-01,,False
225,4,1,BBB,,2012-06-15,2014-11-09,False
225,4,1,BBB,BBB,2014-11-10,2016-01-26,False
225,4,1,B,BBB,2016-01-27,,False
226,1,1,B,,2014-04-15,2015-04-06,False
226,1,1,B,B,2015-04-07,2015-12-06,False
226,1,1,B,B,2015-12-07,,False
226,4,1,B,,2012-06-15,,False
227,3,1,BB,,2011-06-28,2012-05-31,False
227,3,1,BB,BB,2012-06-01,2013-06-25,False
227,3,1,BB,BB,2013-06-26,2014-06-24,False
227,3,1,BB,BB,2014-06-25,2015-06-25,False
227,3,1,BB,BB,2015-06-26,2016-06-27,False
227,3,1,BB,BB,2016-06-28,,False
228,3,1,BB,,2013-12-20,2014-11-20,False
228,3,1,BB,BB,2014-11-21,2015-11-19,False
228,3,1,BB,BB,2015-11-20,2016-09-20,False
228,3,1,BBB,BB,2016-09-21,,False
229,1,1,A,,2013-07-22,2014-10-21,False
229,1,1,A,A,2014-10-22,,False
229,3,1,CCC,,2016-08-29,,False
229,4,1,A,,2012-06-15,2016-06-06,False
229,4,1,B,A,2016-06-07,,False
230,3,1,BB,,2012-11-09,2014-03-11,False
230,3,1,BB,BB,2014-03-12,2014-11-13,False
230,3,1,BB,BB,2014-11-14,2015-11-15,False
230,3,1,BB,BB,2015-11-16,2016-08-07,False
230,3,1,BB,BB,2016-08-08,,False
231,1,1,BB,,2014-02-18,2014-11-16,False
231,1,1,BB,BB,2014-11-17,2015-10-29,False
231,1,1,BB,BB,2015-10-30,,False
231,2,1,BB,,2012-06-15,2013-04-02,False
231,2,1,BB,BB,2013-04-03,,False
231,3,1,BB,,2016-12-08,,False
232,3,1,A,,2011-06-30,2012-05-29,False
232,3,1,AA,A,2012-05-30,2013-05-19,False
232,3,1,AA,AA,2013-05-20,2014-06-29,False
232,3,1,AA,AA,2014-06-30,2015-02-12,False
232,3,1,AA,AA,2015-02-13,2015-12-17,False
232,3,1,AA,AA,2015-12-18,,False
233,4,1,BB,,2012-11-06,2014-03-24,False
233,4,1,BB,BB,2014-03-25,,False
234,3,1,BBB,,2014-08-08,2015-12-03,False
234,3,1,BBB,BBB,2015-12-04,,False
235,3,1,AA,,2015-05-28,2016-05-19,False
235,3,1,AA,AA,2016-05-20,,False
236,1,1,BB,,2013-11-12,,False
236,4,1,B,,2015-06-30,,False
237,3,1,BB,,2012-05-07,2013-06-17,False
237,3,1,BB,BB,2013-06-18,2014-04-09,False
237,3,1,BB,BB,2014-04-10,2015-01-15,False
237,3,1,BB,BB,2015-01-16,2016-02-08,False
237,3,1,B,BB,2016-02-09,2016-08-08,False
237,3,1,B,B,2016-08-09,,False
238,1,1,BB,,2014-09-24,2015-08-10,False
238,1,1,BB,BB,2015-08-11,,False
238,3,1,BBB,,2016-08-19,,False
238,4,1,B,,2012-06-15,2012-08-13,False
238,4,1,B,B,2012-08-14,,False
239,1,1,BBB,,2014-02-12,2014-10-27,False
239,1,1,BBB,BBB,2014-10-28,,False
239,4,1,BBB,,2012-06-15,2016-05-22,False
239,4,1,BBB,BBB,2016-05-23,,False
240,1,1,B,,2014-06-18,2014-08-27,False
240,1,1,B,B,2014-08-28,2015-12-15,False
240,1,1,B,B,2015-12-16,,False
240,4,1,B,,2012-06-15,,False
241,1,1,BBB,,2014-05-28,2015-05-11,False
241,1,1,BBB,BBB,2015-05-12,2015-09-13,False
241,1,1,BBB,BBB,2015-09-14,,False
242,3,1,BB,,2013-03-28,2014-03-18,False
242,3,1,BB,BB,2014-03-19,2014-12-11,False
242,3,1,BB,BB,2014-12-12,2015-07-28,False
242,3,1,BB,BB,2015-07-29,2016-07-14,False
242,3,1,BB,BB,2016-07-15,,False
243,2,1,BBB,,2012-06-15,,False
243,4,1,BBB,,2012-09-12,,False
244,3,1,B,,2015-05-04,2016-03-13,False
244,3,1,B,B,2016-03-14,2016-12-15,False
244,3,1,BB,B,2016-12-16,,False
245,1,1,A,,2014-01-08,2015-03-18,False
245,1,1,A,A,2015-03-19,2015-09-01,False
245,1,1,A,A,2015-09-02,,False
245,4,1,BBB,,2012-06-15,2016-07-04,False
245,4,1,BBB,BBB,2016-07-05,,False
246,3,1,B,,2013-06-12,2014-05-14,False
246,3,1,BB,B,2014-05-15,2014-07-09,False
246,3,1,BB,BB,2014-07-10,2015-07-19,False
246,3,1,BB,BB,2015-07-20,2016-07-17,False
246,3,1,BB,BB,2016-07-18,,False
246,4,1,B,,2012-06-15,,False
247,3,1,A,,2011-03-30,2012-03-26,False
247,3,1,A,A,2012-03-27,2013-03-26,False
247,3,1,A,A,2013-03-27,2014-02-17,False
247,3,1,A,A,2014-02-18,2015-06-28,False
247,3,1,A,A,2015-06-29,2016-04-20,False
247,3,1,A,A,2016-04-21,,False
248,4,1,BB,,2012-06-27,2013-04-07,False
248,4,1,BBB,BB,2013-04-08,2016-05-31,False
248,4,1,BBB,BBB,2016-06-01,,False
249,1,1,A,,2013-09-09,2014-09-09,False
249,1,1,A,A,2014-09-10,2015-12-09,False
249,1,1,A,A,2015-12-10,,False
249,4,1,A,,2012-06-15,2012-07-29,False
249,4,1,A,A,2012-07-30,,False
250,3,1,B,,2016-08-03,,False
251,1,1,A,,2013-10-25,2014-10-26,False
251,1,1,A,A,2014-10-27,2015-08-04,False
251,1,1,A,A,2015-08-05,,False
252,3,1,B,,2012-08-21,2014-03-25,False
252,3,1,B,B,2014-03-26,2014-08-12,False
252,3,1,B,B,2014-08-13,2016-02-07,False
252,3,1,B,B,2016-02-08,2016-10-17,False
252,3,1,CCC,B,2016-10-18,,False
253,3,1,BB,,2012-03-05,2013-04-01,False
253,3,1,BB,BB,2013-04-02,2014-05-26,False
253,3,1,BBB,BB,2014-05-27,2015-04-29,False
253,3,1,BBB,BBB,2015-04-30,2016-04-13,False
253,3,1,BB,BBB,2016-04-14,,False
254,1,1,A,,2014-05-20,2015-11-16,False
254,1,1,A,A,2015-11-17,,False
254,2,1,BBB,,2015-05-21,2016-09-18,False
254,2,1,BBB,BBB,2016-09-19,,False
254,4,1,BBB,,2013-02-14,,False
255,3,1,BB,,2011-11-14,2013-02-20,False
255,3,1,BBB,BB,2013-02-21,2014-01-22,False
255,3,1,BBB,BBB,2014-01-23,2015-01-29,False
255,3,1,BBB,BBB,2015-01-30,2015-11-05,False
255,3,1,BBB,BBB,2015-11-06,2016-12-15,False
255,3,1,BBB,BBB,2016-12-16,,False
256,4,1,BBB,,2012-06-15,2013-07-08,False
256,4,1,BBB,BBB,2013-07-09,2014-11-04,False
256,4,1,BB,BBB,2014-11-05,2015-11-05,False
256,4,1,B,BB,2015-11-06,,False
257,1,1,BBB,,2013-12-26,2014-12-04,False
257,1,1,BBB,BBB,2014-12-05,2015-11-16,False
257,1,1,BB,BBB,2015-11-17,,False
257,4,1,BB,,2012-06-15,2012-08-08,False
257,4,1,BB,BB,2012-08-09,,False
258,1,1,BB,,2013-07-26,2015-05-28,False
258,1,1,BBB,BB,2015-05-29,,False
258,2,1,BBB,,2012-06-15,,False
258,3,1,BB,,2015-11-30,2016-07-04,False
258,3,1,BBB,BB,2016-07-05,,False
259,1,1,BBB,,2014-10-28,2015-10-29,False
259,1,1,BBB,BBB,2015-10-30,,False
259,3,1,BBB,,2012-10-26,2013-08-15,False
259,3,1,BBB,BBB,2013-08-16,2016-08-02,False
259,3,1,BBB,BBB,2016-08-03,,False
259,4,1,BB,,2012-06-15,,False
260,3,1,BB,,2013-03-22,2014-02-24,False
260,3,1,BB,BB,2014-02-25,2015-02-12,False
260,3,1,BB,BB,2015-02-13,2015-10-18,False
260,3,1,BB,BB,2015-10-19,,False
261,1,1,A,,2013-06-19,2013-12-05,False
261,1,1,A,A,2013-12-06,2014-08-25,False
261,1,1,A,A,2014-08-26,,False
261,3,1,BBB,,2011-03-29,2016-03-17,False
261,3,1,BBB,BBB,2016-03-18,,False
261,4,1,BBB,,2012-06-15,,False
262,1,1,B,,2013-09-05,2015-03-30,False
262,1,1,BB,B,2015-03-31,2015-12-03,False
262,1,1,B,BB,2015-12-04,,False
262,4,1,CCC,,2012-06-15,,False
263,1,1,BBB,,2014-02-11,2015-02-03,False
263,1,1,BBB,BBB,2015-02-04,2015-07-29,False
263,1,1,BBB,BBB,2015-07-30,,False
263,2,1,A,,2012-06-15,2012-07-15,False
263,2,1,BBB,A,2012-07-16,,False
263,4,1,BBB,,2016-08-04,,False
264,1,1,A,,2014-05-06,2015-10-28,False
264,1,1,A,A,2015-10-29,,False
264,4,1,BBB,,2012-06-15,,False
265,1,1,A,,2014-01-10,2014-08-07,False
265,1,1,A,A,2014-08-08,2015-11-05,False
265,1,1,A,A,2015-11-06,,False
265,4,1,BBB,,2012-06-15,,False
266,1,1,AA,,2013-08-05,2015-10-27,False
266,1,1,A,AA,2015-10-28,,False
266,2,1,A,,2015-05-26,,False
267,1,1,B,,2013-07-29,2014-07-22,False
267,1,1,BBB,B,2014-07-23,2015-07-21,False
267,1,1,BB,BBB,2015-07-22,,False
268,3,1,B,,2013-06-27,2014-08-25,False
268,3,1,B,B,2014-08-26,2016-05-10,False
268,3,1,B,B,2016-05-11,2016-08-11,False
268,3,1,B,B,2016-08-12,,False
269,3,1,BB,,2013-01-16,2014-01-23,False
269,3,1,BB,BB,2014-01-24,2015-01-27,False
269,3,1,BB,BB,2015-01-28,2016-01-25,False
269,3,1,BB,BB,2016-01-26,,False
270,2,1,BBB,,2013-03-28,,False
270,3,1,BB,,2011-03-15,2011-12-15,False
270,3,1,BB,BB,2011-12-16,2013-12-19,False
270,3,1,BBB,BB,2013-12-20,2014-09-08,False
270,3,1,BBB,BBB,2014-09-09,2016-05-31,False
270,3,1,BBB,BBB,2016-06-01,2016-12-18,False
270,3,1,BBB,BBB,2016-12-19,,False
271,3,1,BB,,2013-08-20,,False
271,4,1,B,,2012-06-15,2013-02-04,False
271,4,1,B,B,2013-02-05,2015-05-13,False
271,4,1,B,B,2015-05-14,2015-07-15,False
271,4,1,B,B,2015-07-16,,False
272,1,1,A,,2013-08-07,,False
