scd_key,security_id,vendor,rating_type,rating,effective_start_date,effective_end_date,is_active,source_feed_id,rating_raw
323,KLP230R,DBRS,Long Term,B+,2024-02-11,2024-05-28,0,44,B+
324,KLP230R,DBRS,Long Term,BA3,2024-05-29,2024-06-09,0,44,Ba3
325,KLP230R,DBRS,Long Term,AA,2024-06-10,2024-06-13,0,44,AA+
326,KLP230R,DBRS,Long Term,CCC-,2024-06-14,2024-08-01,0,44,CCC-
327,KLP230R,DBRS,Long Term,AAA,2024-08-02,2024-08-16,0,44,AAA
328,KLP230R,DBRS,Long Term,CCC+,2024-08-17,2024-11-17,0,44,CCC+
329,KLP230R,DBRS,Long Term,A,2024-11-18,2024-11-29,0,44,A
330,KLP230R,DBRS,Long Term,A3,2024-11-30,2024-12-16,0,44,A3
331,KLP230R,DBRS,Long Term,C,2024-12-17,,1,44,C
332,KLP230R,DBRS,Short Term,CA,2024-12-06,2024-12-06,0,44,Ca
333,KLP230R,DBRS,Short Term,AA,2024-12-07,,1,44,AA
334,KLP230R,Fitch,Long Term,Ca,2024-01-23,2024-02-26,0,12,Ca
335,KLP230R,Fitch,Long Term,Ba2,2024-02-27,2024-03-01,0,12,Ba2
336,KLP230R,Fitch,Long Term,CC,2024-03-02,2024-04-09,0,12,CC
337,KLP230R,Fitch,Long Term,Aa2,2024-04-10,2024-05-21,0,12,Aa2
338,KLP230R,Fitch,Long Term,Caa1,2024-05-22,2024-05-30,0,12,Caa1
339,KLP230R,Fitch,Long Term,CC,2024-05-31,2024-05-30,0,12,CC
340,KLP230R,Fitch,Long Term,CCC+,2024-05-31,2024-06-12,0,12,CCC+
341,KLP230R,Fitch,Long Term,A,2024-06-13,2024-09-22,0,12,A+
342,KLP230R,Fitch,Long Term,BB,2024-09-23,2024-12-22,0,12,BB
343,KLP230R,Fitch,Long Term,Ba3,2024-12-23,,1,12,Ba3
344,KLP230R,Fitch,Short Term,Ca,2024-01-28,2024-01-28,0,12,Ca
345,KLP230R,Fitch,Short Term,A,2024-01-29,2024-03-12,0,12,A+
346,KLP230R,Fitch,Short Term,Baa2,2024-03-13,2024-05-02,0,12,Baa2
347,KLP230R,Fitch,Short Term,A1,2024-05-03,2024-07-02,0,12,A1
348,KLP230R,Fitch,Short Term,AA,2024-07-03,2024-09-02,0,12,AA
349,KLP230R,Fitch,Short Term,D,2024-09-03,2024-09-21,0,12,D
350,KLP230R,Fitch,Short Term,BBB,2024-09-22,2024-11-06,0,12,BBB
351,KLP230R,Fitch,Short Term,Aa2,2024-11-07,2024-11-07,0,12,Aa2
352,KLP230R,Fitch,Short Term,BBB,2024-11-08,2024-12-13,0,12,BBB+
353,KLP230R,Fitch,Short Term,D,2024-12-14,,1,12,D
354,KLP230R,Moody's,Long Term,B,2024-02-23,2024-02-24,0,7,B
355,KLP230R,Moody's,Long Term,BB,2024-02-25,2024-04-12,0,7,Ba2
356,KLP230R,Moody's,Long Term,AA,2024-04-13,2024-05-29,0,7,AA
357,KLP230R,Moody's,Long Term,A,2024-05-30,2024-09-08,0,7,A1
358,KLP230R,Moody's,Long Term,BB,2024-09-09,2024-09-18,0,7,Ba1
359,KLP230R,Moody's,Long Term,A,2024-09-19,2024-10-14,0,7,A
360,KLP230R,Moody's,Long Term,AAA,2024-10-15,2024-12-22,0,7,Aaa
361,KLP230R,Moody's,Long Term,AA,2024-12-23,,1,7,Aa1
362,KLP230R,Moody's,Short Term,AA-,2024-02-29,2024-02-29,0,7,AA-
363,KLP230R,Moody's,Short Term,BBB+,2024-03-01,2024-06-03,0,7,BBB+
364,KLP230R,Moody's,Short Term,AA+,2024-06-04,2024-07-09,0,7,AA+
365,KLP230R,Moody's,Short Term,BBB,2024-07-10,2024-07-19,0,7,BBB
366,KLP230R,Moody's,Short Term,AAA,2024-07-20,2024-12-13,0,7,AAA
367,KLP230R,Moody's,Short Term,BBB,2024-12-14,,1,7,Baa2
368,KLP230R,S&P,Long Term,AA,2024-03-30,2024-06-17,0,90,AA-
369,KLP230R,S&P,Long Term,Baa1,2024-06-18,2024-08-01,0,90,Baa1
370,KLP230R,S&P,Long Term,AA,2024-08-02,2024-08-18,0,90,AA
371,KLP230R,S&P,Long Term,BBB,2024-08-19,2024-12-01,0,90,BBB-
372,KLP230R,S&P,Long Term,Baa3,2024-12-02,2024-12-01,0,90,Baa3
373,KLP230R,S&P,Long Term,D,2024-12-02,,1,90,D
374,KLP230R,S&P,Short Term,Aa3,2024-01-12,2024-01-21,0,90,Aa3
375,KLP230R,S&P,Short Term,Caa2,2024-01-22,2024-12-06,0,90,Caa2
376,KLP230R,S&P,Short Term,B3,2024-12-07,2024-12-08,0,90,B3
377,KLP230R,S&P,Short Term,A,2024-12-09,,1,90,A+
378,LQP772B,CARE,Corporate Rating,CCC,2024-06-11,2024-07-11,0,88,CCC
379,LQP772B,CARE,Corporate Rating,A2+,2024-07-12,2024-07-30,0,88,A2+
380,LQP772B,CARE,Corporate Rating,A,2024-07-31,2024-10-04,0,88,A+
381,LQP772B,CARE,Corporate Rating,BBB,2024-10-05,2024-12-03,0,88,BBB+
382,LQP772B,CARE,Corporate Rating,AA,2024-12-04,2024-12-24,0,88,AA+
383,LQP772B,CARE,Corporate Rating,A2+,2024-12-25,,1,88,A2+
384,LQP772B,CARE,Issuer Rating,BB+,2024-08-10,2024-08-14,0,88,BB+
385,LQP772B,CARE,Issuer Rating,C,2024-08-15,2024-08-15,0,88,C
386,LQP772B,CARE,Issuer Rating,BA2,2024-08-16,2024-12-18,0,88,Ba2
387,LQP772B,CARE,Issuer Rating,AA,2024-12-19,2024-12-29,0,88,AA-
388,LQP772B,CARE,Issuer Rating,B,2024-12-30,2025-03-30,0,88,B
389,LQP772B,CARE,Issuer Rating,C,2025-03-31,2025-05-10,0,88,C
390,LQP772B,CARE,Issuer Rating,B+,2025-05-11,2025-05-18,0,88,B+
391,LQP772B,CARE,Issuer Rating,CAA2,2025-05-19,,1,88,Caa2
392,LQP772B,CARE,Long Term,A3,2024-07-09,2024-11-05,0,88,A3
393,LQP772B,CARE,Long Term,CC,2024-11-06,2025-02-06,0,88,CC
394,LQP772B,CARE,Long Term,A3,2025-02-07,,1,88,A3
395,LQP772B,CARE,Short Term,A1+,2024-09-12,,1,88,A1+
396,LQP772B,ICRA,Corporate Rating,BAA3,2024-06-01,2024-08-25,0,77,Baa3
397,LQP772B,ICRA,Corporate Rating,BA2,2024-08-26,2024-09-23,0,77,Ba2
398,LQP772B,ICRA,Corporate Rating,A1+,2024-09-24,2024-10-02,0,77,A1+
399,LQP772B,ICRA,Corporate Rating,BB,2024-10-03,2024-11-06,0,77,BB
400,LQP772B,ICRA,Corporate Rating,CCC+,2024-11-07,2025-04-27,0,77,CCC+
401,LQP772B,ICRA,Corporate Rating,BAA3,2025-04-28,,1,77,Baa3
402,LQP772B,ICRA,Issuer Rating,BA2,2024-10-06,2024-11-12,0,77,Ba2
403,LQP772B,ICRA,Issuer Rating,C,2024-11-13,2025-03-03,0,77,C
404,LQP772B,ICRA,Issuer Rating,BB,2025-03-04,2025-05-20,0,77,BB
405,LQP772B,ICRA,Issuer Rating,A,2025-05-21,,1,77,A+
406,LQP772B,ICRA,Long Term,BB+,2024-10-05,2024-10-30,0,77,BB+
407,LQP772B,ICRA,Long Term,BAA1,2024-10-31,2024-12-29,0,77,Baa1
408,LQP772B,ICRA,Long Term,CAA2,2024-12-30,2025-01-08,0,77,Caa2
409,LQP772B,ICRA,Long Term,AA,2025-01-09,,1,77,AA
410,LQP772B,ICRA,Short Term,A2,2024-06-02,2024-07-18,0,77,A2
411,LQP772B,ICRA,Short Term,BBB,2024-07-19,2025-03-24,0,77,BBB
412,LQP772B,ICRA,Short Term,CC,2025-03-25,2025-04-14,0,77,CC
413,LQP772B,ICRA,Short Term,B,2025-04-15,,1,77,B
414,LQP772B,Kroll,Corporate Rating,C,2024-06-19,2024-07-14,0,55,C
415,LQP772B,Kroll,Corporate Rating,CCC-,2024-07-15,2024-08-12,0,55,CCC-
416,LQP772B,Kroll,Corporate Rating,B+,2024-08-13,2024-10-01,0,55,B+
417,LQP772B,Kroll,Corporate Rating,C,2024-10-02,2024-10-20,0,55,C
418,LQP772B,Kroll,Corporate Rating,A1,2024-10-21,,1,55,A1
419,LQP772B,Kroll,Issuer Rating,B+,2024-07-16,2024-08-01,0,55,B+
420,LQP772B,Kroll,Issuer Rating,BBB,2024-08-02,2025-04-29,0,55,BBB-
421,LQP772B,Kroll,Issuer Rating,AA,2025-04-30,,1,55,AA-
422,LQP772B,Kroll,Long Term,AA,2024-06-01,2024-11-01,0,55,AA+
423,LQP772B,Kroll,Long Term,A2,2024-11-02,,1,55,A2
424,LQP772B,Kroll,Short Term,AA,2024-08-28,2024-09-02,0,55,AA
425,LQP772B,Kroll,Short Term,CAA1,2024-09-03,2024-11-24,0,55,Caa1
426,LQP772B,Kroll,Short Term,CAA3,2024-11-25,2024-12-20,0,55,Caa3
427,LQP772B,Kroll,Short Term,AA,2024-12-21,,1,55,AA
428,LQP772B,Morningstar,Corporate Rating,CAA3,2024-07-16,2024-09-12,0,66,Caa3
429,LQP772B,Morningstar,Corporate Rating,AA,2024-09-13,2024-12-15,0,66,AA+
430,LQP772B,Morningstar,Corporate Rating,C,2024-12-16,2025-04-06,0,66,C
431,LQP772B,Morningstar,Corporate Rating,B-,2025-04-07,,1,66,B-
432,LQP772B,Morningstar,Issuer Rating,BBB,2024-07-27,2024-08-15,0,66,BBB-
433,LQP772B,Morningstar,Issuer Rating,AA,2024-08-16,2024-10-11,0,66,AA-
434,LQP772B,Morningstar,Issuer Rating,CA,2024-10-12,2024-11-09,0,66,Ca
435,LQP772B,Morningstar,Issuer Rating,BB,2024-11-10,2024-11-13,0,66,BB
436,LQP772B,Morningstar,Issuer Rating,AA,2024-11-14,2024-11-16,0,66,AA
437,LQP772B,Morningstar,Issuer Rating,BAA3,2024-11-17,,1,66,Baa3
438,LQP772B,Morningstar,Short Term,CC,2024-07-11,2024-11-08,0,66,CC
439,LQP772B,Morningstar,Short Term,CCC,2024-11-09,2025-03-15,0,66,CCC
440,LQP772B,Morningstar,Short Term,C,2025-03-16,2025-04-24,0,66,C
441,LQP772B,Morningstar,Short Term,AA,2025-04-25,,1,66,AA-
442,MNQ991Y,CARE,Corporate Rating,BAA3,2024-08-29,2025-04-27,0,88,Baa3
443,MNQ991Y,CARE,Corporate Rating,C,2025-04-28,,1,88,C
444,MNQ991Y,CARE,Issuer Rating,BB-,2025-01-20,2025-04-03,0,88,BB-
445,MNQ991Y,CARE,Issuer Rating,A1,2025-04-04,,1,88,A1
446,MNQ991Y,CARE,Long Term,AAA,2024-07-28,2025-02-20,0,88,AAA
447,MNQ991Y,CARE,Long Term,B+,2025-02-21,,1,88,B+
448,MNQ991Y,CARE,Short Term,BAA3,2024-11-19,,1,88,Baa3
449,MNQ991Y,DBRS,Long Term,CCC,2024-03-04,2024-03-06,0,44,CCC
450,MNQ991Y,DBRS,Long Term,A,2024-03-07,2024-05-14,0,44,A-
451,MNQ991Y,DBRS,Long Term,AA3,2024-05-15,2024-07-22,0,44,Aa3
452,MNQ991Y,DBRS,Long Term,CCC+,2024-07-23,2024-08-24,0,44,CCC+
453,MNQ991Y,DBRS,Long Term,A1,2024-08-25,2024-10-11,0,44,A1
454,MNQ991Y,DBRS,Long Term,A2,2024-10-12,,1,44,A2
455,MNQ991Y,DBRS,Short Term,BBB,2024-01-14,2024-01-15,0,44,BBB
456,MNQ991Y,DBRS,Short Term,AA,2024-01-16,2024-03-14,0,44,AA-
457,MNQ991Y,DBRS,Short Term,BBB,2024-03-15,2024-03-23,0,44,BBB+
458,MNQ991Y,DBRS,Short Term,B3,2024-03-24,2024-07-23,0,44,B3
459,MNQ991Y,DBRS,Short Term,BBB,2024-07-24,2024-09-20,0,44,BBB
460,MNQ991Y,DBRS,Short Term,AAA,2024-09-21,2024-09-22,0,44,Aaa
461,MNQ991Y,DBRS,Short Term,CCC,2024-09-23,2024-10-06,0,44,CCC
462,MNQ991Y,DBRS,Short Term,C,2024-10-07,,1,44,C
463,MNQ991Y,Fitch,Long Term,CCC,2024-01-12,2024-06-22,0,12,CCC
464,MNQ991Y,Fitch,Long Term,A3,2024-06-23,2024-07-27,0,12,A3
465,MNQ991Y,Fitch,Long Term,A,2024-07-28,2024-09-01,0,12,A-
466,MNQ991Y,Fitch,Long Term,Caa2,2024-09-02,2024-10-13,0,12,Caa2
467,MNQ991Y,Fitch,Long Term,AA,2024-10-14,2024-10-22,0,12,AA-
468,MNQ991Y,Fitch,Long Term,Aa2,2024-10-23,2024-10-25,0,12,Aa2
469,MNQ991Y,Fitch,Long Term,CCC+,2024-10-26,2024-11-14,0,12,CCC+
470,MNQ991Y,Fitch,Long Term,BBB,2024-11-15,2024-11-29,0,12,BBB-
471,MNQ991Y,Fitch,Long Term,AA,2024-11-30,,1,12,AA
472,MNQ991Y,Fitch,Short Term,BB,2024-01-23,2024-02-15,0,12,BB-
473,MNQ991Y,Fitch,Short Term,CCC-,2024-02-16,2024-03-14,0,12,CCC-
474,MNQ991Y,Fitch,Short Term,BB,2024-03-15,2024-07-05,0,12,BB+
475,MNQ991Y,Fitch,Short Term,Aa1,2024-07-06,2024-11-29,0,12,Aa1
476,MNQ991Y,Fitch,Short Term,B1,2024-11-30,2024-12-11,0,12,B1
477,MNQ991Y,Fitch,Short Term,Ba1,2024-12-12,2024-12-19,0,12,Ba1
478,MNQ991Y,Fitch,Short Term,A,2024-12-20,,1,12,A
479,MNQ991Y,ICRA,Corporate Rating,BB+,2024-09-15,2024-11-13,0,77,BB+
480,MNQ991Y,ICRA,Corporate Rating,BBB,2024-11-14,,1,77,BBB-
481,MNQ991Y,ICRA,Issuer Rating,A,2024-06-10,2024-08-20,0,77,A
482,MNQ991Y,ICRA,Issuer Rating,CAA2,2024-08-21,2024-11-09,0,77,Caa2
483,MNQ991Y,ICRA,Issuer Rating,BB+,2024-11-10,2025-03-01,0,77,BB+
484,MNQ991Y,ICRA,Issuer Rating,BBB,2025-03-02,,1,77,BBB+
485,MNQ991Y,ICRA,Long Term,BB-,2024-06-24,2024-07-22,0,77,BB-
486,MNQ991Y,ICRA,Long Term,C,2024-07-23,2024-12-15,0,77,C
487,MNQ991Y,ICRA,Long Term,BAA3,2024-12-16,2024-12-20,0,77,Baa3
488,MNQ991Y,ICRA,Long Term,CC,2024-12-21,2025-03-17,0,77,CC
489,MNQ991Y,ICRA,Long Term,BA3,2025-03-18,,1,77,Ba3
490,MNQ991Y,ICRA,Short Term,A1+,2024-06-29,2024-08-10,0,77,A1+
491,MNQ991Y,ICRA,Short Term,AA,2024-08-11,2024-11-14,0,77,AA+
492,MNQ991Y,ICRA,Short Term,BAA1,2024-11-15,2024-11-26,0,77,Baa1
493,MNQ991Y,ICRA,Short Term,BBB,2024-11-27,2024-12-02,0,77,BBB-
494,MNQ991Y,ICRA,Short Term,C,2024-12-03,2025-05-21,0,77,C
495,MNQ991Y,ICRA,Short Term,B+,2025-05-22,,1,77,B+
496,MNQ991Y,Kroll,Corporate Rating,BA3,2024-06-20,2024-07-16,0,55,Ba3
497,MNQ991Y,Kroll,Corporate Rating,AA,2024-07-17,2024-09-24,0,55,AA+
498,MNQ991Y,Kroll,Corporate Rating,A,2024-09-25,2024-09-25,0,55,A+
499,MNQ991Y,Kroll,Corporate Rating,A2,2024-09-26,2025-03-01,0,55,A2
500,MNQ991Y,Kroll,Corporate Rating,B+,2025-03-02,,1,55,B+
501,MNQ991Y,Kroll,Issuer Rating,BBB,2024-09-22,2024-11-16,0,55,BBB
502,MNQ991Y,Kroll,Issuer Rating,B+,2024-11-17,2025-02-18,0,55,B+
503,MNQ991Y,Kroll,Issuer Rating,A1+,2025-02-19,2025-03-18,0,55,A1+
504,MNQ991Y,Kroll,Issuer Rating,BB-,2025-03-19,,1,55,BB-
505,MNQ991Y,Kroll,Long Term,A,2024-09-02,2024-11-28,0,55,A
506,MNQ991Y,Kroll,Long Term,CCC+,2024-11-29,2025-05-07,0,55,CCC+
507,MNQ991Y,Kroll,Long Term,A,2025-05-08,,1,55,A
508,MNQ991Y,Kroll,Short Term,BB-,2024-07-20,2024-12-13,0,55,BB-
509,MNQ991Y,Kroll,Short Term,C,2024-12-14,2025-01-07,0,55,C
510,MNQ991Y,Kroll,Short Term,CA,2025-01-08,2025-01-24,0,55,Ca
511,MNQ991Y,Kroll,Short Term,CAA3,2025-01-25,,1,55,Caa3
512,MNQ991Y,Moody's,Long Term,CCC+,2024-03-19,2024-04-04,0,7,CCC+
513,MNQ991Y,Moody's,Long Term,B+,2024-04-05,2024-08-17,0,7,B+
514,MNQ991Y,Moody's,Long Term,C,2024-08-18,2024-09-06,0,7,C
515,MNQ991Y,Moody's,Long Term,AA,2024-09-07,2024-09-17,0,7,AA
516,MNQ991Y,Moody's,Long Term,CC,2024-09-18,2024-10-14,0,7,CC
517,MNQ991Y,Moody's,Long Term,BB,2024-10-15,2024-10-19,0,7,Ba2
518,MNQ991Y,Moody's,Long Term,BB-,2024-10-20,,1,7,BB-
519,MNQ991Y,Moody's,Short Term,AA,2024-04-09,2024-07-23,0,7,AA
520,MNQ991Y,Moody's,Short Term,CC,2024-07-24,2024-08-11,0,7,Ca
521,MNQ991Y,Moody's,Short Term,A,2024-08-12,2024-08-30,0,7,A3
522,MNQ991Y,Moody's,Short Term,Caa2,2024-08-31,2024-12-02,0,7,Caa2
523,MNQ991Y,Moody's,Short Term,BB,2024-12-03,,1,7,Ba3
524,MNQ991Y,Morningstar,Corporate Rating,BB-,2024-06-16,2025-01-19,0,66,BB-
525,MNQ991Y,Morningstar,Corporate Rating,BAA2,2025-01-20,,1,66,Baa2
526,MNQ991Y,Morningstar,Issuer Rating,AA,2024-09-01,2024-09-29,0,66,AA+
527,MNQ991Y,Morningstar,Issuer Rating,BA3,2024-09-30,2025-02-28,0,66,Ba3
528,MNQ991Y,Morningstar,Issuer Rating,A1+,2025-03-01,2025-03-18,0,66,A1+
529,MNQ991Y,Morningstar,Issuer Rating,BB+,2025-03-19,2025-04-25,0,66,BB+
530,MNQ991Y,Morningstar,Issuer Rating,CAA3,2025-04-26,,1,66,Caa3
531,MNQ991Y,Morningstar,Long Term,CCC+,2024-07-30,2024-08-14,0,66,CCC+
532,MNQ991Y,Morningstar,Long Term,AA,2024-08-15,2024-10-03,0,66,AA+
533,MNQ991Y,Morningstar,Long Term,CAA3,2024-10-04,2024-11-06,0,66,Caa3
534,MNQ991Y,Morningstar,Long Term,BAA3,2024-11-07,2024-12-16,0,66,Baa3
535,MNQ991Y,Morningstar,Long Term,CCC,2024-12-17,2024-12-17,0,66,CCC
536,MNQ991Y,Morningstar,Long Term,C,2024-12-18,2025-01-30,0,66,C
537,MNQ991Y,Morningstar,Long Term,BA2,2025-01-31,,1,66,Ba2
538,MNQ991Y,Morningstar,Short Term,C,2024-09-28,2024-10-23,0,66,C
539,MNQ991Y,Morningstar,Short Term,CAA3,2024-10-24,2025-02-17,0,66,Caa3
540,MNQ991Y,Morningstar,Short Term,CAA1,2025-02-18,2025-04-21,0,66,Caa1
541,MNQ991Y,Morningstar,Short Term,AA,2025-04-22,,1,66,AA-
542,MNQ991Y,S&P,Long Term,BBB,2024-08-23,2024-11-06,0,90,BBB-
543,MNQ991Y,S&P,Long Term,Caa1,2024-11-07,,1,90,Caa1
544,MNQ991Y,S&P,Short Term,Ba2,2024-02-24,2024-03-30,0,90,Ba2
545,MNQ991Y,S&P,Short Term,BBB,2024-03-31,2024-04-07,0,90,BBB-
546,MNQ991Y,S&P,Short Term,AA,2024-04-08,2024-08-01,0,90,AA
547,MNQ991Y,S&P,Short Term,Ba2,2024-08-02,2024-08-03,0,90,Ba2
548,MNQ991Y,S&P,Short Term,Ca,2024-08-04,2024-08-06,0,90,Ca
549,MNQ991Y,S&P,Short Term,BB,2024-08-07,2024-08-26,0,90,BB
550,MNQ991Y,S&P,Short Term,B2,2024-08-27,,1,90,B2
551,NVX980A,DBRS,Long Term,C,2024-01-28,2024-05-20,0,44,C
552,NVX980A,DBRS,Long Term,A3,2024-05-21,2024-06-09,0,44,A3
553,NVX980A,DBRS,Long Term,D,2024-06-10,2024-08-09,0,44,D
554,NVX980A,DBRS,Long Term,BAA3,2024-08-10,2024-09-23,0,44,Baa3
555,NVX980A,DBRS,Long Term,A,2024-09-24,2024-11-27,0,44,A-
556,NVX980A,DBRS,Long Term,B2,2024-11-28,2024-12-03,0,44,B2
557,NVX980A,DBRS,Long Term,BBB,2024-12-04,,1,44,BBB-
558,NVX980A,DBRS,Short Term,D,2024-01-09,2024-02-12,0,44,D
559,NVX980A,DBRS,Short Term,CAA3,2024-02-13,2024-02-21,0,44,Caa3
560,NVX980A,DBRS,Short Term,CAA1,2024-02-22,2024-03-01,0,44,Caa1
561,NVX980A,DBRS,Short Term,AA,2024-03-02,2024-12-02,0,44,AA-
562,NVX980A,DBRS,Short Term,A1,2024-12-03,2024-12-05,0,44,A1
563,NVX980A,DBRS,Short Term,B3,2024-12-06,2024-12-17,0,44,B3
564,NVX980A,DBRS,Short Term,CA,2024-12-18,,1,44,Ca
565,NVX980A,Fitch,Long Term,Caa3,2024-01-31,2024-04-04,0,12,Caa3
566,NVX980A,Fitch,Long Term,Aaa,2024-04-05,2024-04-11,0,12,Aaa
567,NVX980A,Fitch,Long Term,B3,2024-04-12,2024-05-01,0,12,B3
568,NVX980A,Fitch,Long Term,Ba3,2024-05-02,2024-05-23,0,12,Ba3
569,NVX980A,Fitch,Long Term,Caa2,2024-05-24,2024-06-30,0,12,Caa2
570,NVX980A,Fitch,Long Term,B1,2024-07-01,2024-09-13,0,12,B1
571,NVX980A,Fitch,Long Term,BBB,2024-09-14,,1,12,BBB-
572,NVX980A,Fitch,Short Term,AA,2024-03-26,2024-03-25,0,12,AA-
573,NVX980A,Fitch,Short Term,BB,2024-03-26,2024-04-11,0,12,BB
574,NVX980A,Fitch,Short Term,BBB,2024-04-12,2024-04-26,0,12,BBB+
575,NVX980A,Fitch,Short Term,Ca,2024-04-27,2024-07-24,0,12,Ca
576,NVX980A,Fitch,Short Term,BBB,2024-07-25,2024-09-16,0,12,BBB-
577,NVX980A,Fitch,Short Term,B-,2024-09-17,2024-11-03,0,12,B-
578,NVX980A,Fitch,Short Term,AA+,2024-11-04,,1,12,AA+
579,NVX980A,Moody's,Long Term,BB,2024-01-25,2024-04-21,0,7,Ba2
580,NVX980A,Moody's,Long Term,AA,2024-04-22,2024-07-11,0,7,Aa1
581,NVX980A,Moody's,Long Term,AAA,2024-07-12,2024-12-13,0,7,AAA
582,NVX980A,Moody's,Long Term,AA,2024-12-14,2024-12-27,0,7,Aa1
583,NVX980A,Moody's,Long Term,B,2024-12-28,,1,7,B1
584,NVX980A,Moody's,Short Term,D,2024-03-08,2024-04-25,0,7,D
585,NVX980A,Moody's,Short Term,B,2024-04-26,2024-05-16,0,7,B3
586,NVX980A,Moody's,Short Term,A,2024-05-17,2024-06-02,0,7,A3
587,NVX980A,Moody's,Short Term,BBB,2024-06-03,2024-06-12,0,7,BBB
588,NVX980A,Moody's,Short Term,A,2024-06-13,2024-06-26,0,7,A2
589,NVX980A,Moody's,Short Term,BBB,2024-06-27,,1,7,Baa3
590,NVX980A,S&P,Long Term,Aaa,2024-01-19,2024-03-07,0,90,Aaa
591,NVX980A,S&P,Long Term,CCC-,2024-03-08,2024-05-03,0,90,CCC-
592,NVX980A,S&P,Long Term,A,2024-05-04,2024-06-02,0,90,A+
593,NVX980A,S&P,Long Term,B2,2024-06-03,2024-07-18,0,90,B2
594,NVX980A,S&P,Long Term,Caa2,2024-07-19,2024-09-01,0,90,Caa2
595,NVX980A,S&P,Long Term,CC,2024-09-02,2024-09-19,0,90,CC
596,NVX980A,S&P,Long Term,B-,2024-09-20,,1,90,B-
597,NVX980A,S&P,Short Term,A3,2024-06-16,2024-06-19,0,90,A3
598,NVX980A,S&P,Short Term,CCC+,2024-06-20,2024-08-01,0,90,CCC+
599,NVX980A,S&P,Short Term,CC,2024-08-02,2024-09-01,0,90,CC
600,NVX980A,S&P,Short Term,A,2024-09-02,2024-09-02,0,90,A-
601,NVX980A,S&P,Short Term,Aaa,2024-09-03,,1,90,Aaa
602,PRT111X,CARE,Corporate Rating,CAA1,2024-07-11,2024-10-27,0,88,Caa1
603,PRT111X,CARE,Corporate Rating,A3,2024-10-28,2024-12-07,0,88,A3
604,PRT111X,CARE,Corporate Rating,D,2024-12-08,2025-02-26,0,88,D
605,PRT111X,CARE,Corporate Rating,A,2025-02-27,2025-04-28,0,88,A+
606,PRT111X,CARE,Corporate Rating,BA1,2025-04-29,,1,88,Ba1
607,PRT111X,CARE,Issuer Rating,B,2024-09-11,2024-09-22,0,88,B
608,PRT111X,CARE,Issuer Rating,AAA,2024-09-23,2024-10-01,0,88,AAA
609,PRT111X,CARE,Issuer Rating,BA2,2024-10-02,2024-10-12,0,88,Ba2
610,PRT111X,CARE,Issuer Rating,BAA3,2024-10-13,2024-12-23,0,88,Baa3
611,PRT111X,CARE,Issuer Rating,BB-,2024-12-24,2025-03-07,0,88,BB-
612,PRT111X,CARE,Issuer Rating,CAA3,2025-03-08,2025-04-17,0,88,Caa3
613,PRT111X,CARE,Issuer Rating,AA,2025-04-18,,1,88,AA+
614,PRT111X,CARE,Long Term,CAA3,2024-08-26,2024-12-03,0,88,Caa3
615,PRT111X,CARE,Long Term,BAA2,2024-12-04,,1,88,Baa2
616,PRT111X,CARE,Short Term,B,2024-11-22,2024-12-26,0,88,B
617,PRT111X,CARE,Short Term,A1,2024-12-27,2025-01-29,0,88,A1
618,PRT111X,CARE,Short Term,C,2025-01-30,2025-02-22,0,88,C
619,PRT111X,CARE,Short Term,CCC,2025-02-23,,1,88,CCC
620,PRT111X,ICRA,Corporate Rating,BBB,2024-07-04,2024-10-16,0,77,BBB+
621,PRT111X,ICRA,Corporate Rating,BB+,2024-10-17,2024-11-30,0,77,BB+
622,PRT111X,ICRA,Corporate Rating,BBB,2024-12-01,2025-03-03,0,77,BBB+
623,PRT111X,ICRA,Corporate Rating,AA,2025-03-04,,1,77,AA+
624,PRT111X,ICRA,Issuer Rating,BAA1,2024-06-22,2025-05-05,0,77,Baa1
625,PRT111X,ICRA,Issuer Rating,BBB,2025-05-06,2025-05-19,0,77,BBB
626,PRT111X,ICRA,Issuer Rating,CA,2025-05-20,2025-05-27,0,77,Ca
627,PRT111X,ICRA,Issuer Rating,AA,2025-05-28,2025-05-31,0,77,AA-
628,PRT111X,ICRA,Issuer Rating,A3,2025-06-01,,1,77,A3
629,PRT111X,ICRA,Long Term,B,2024-06-23,2024-07-27,0,77,B
630,PRT111X,ICRA,Long Term,A,2024-07-28,2024-08-29,0,77,A-
631,PRT111X,ICRA,Long Term,CCC-,2024-08-30,2025-01-31,0,77,CCC-
632,PRT111X,ICRA,Long Term,BB+,2025-02-01,2025-03-28,0,77,BB+
633,PRT111X,ICRA,Long Term,CAA3,2025-03-29,2025-05-19,0,77,Caa3
634,PRT111X,ICRA,Long Term,B+,2025-05-20,,1,77,B+
635,PRT111X,ICRA,Short Term,CA,2024-08-12,2024-12-31,0,77,Ca
636,PRT111X,ICRA,Short Term,C,2025-01-01,,1,77,C
637,PRT111X,Kroll,Corporate Rating,B,2024-07-26,2025-04-02,0,55,B
638,PRT111X,Kroll,Corporate Rating,CAA2,2025-04-03,2025-05-12,0,55,Caa2
639,PRT111X,Kroll,Corporate Rating,A1+,2025-05-13,,1,55,A1+
640,PRT111X,Kroll,Issuer Rating,CAA1,2025-04-09,,1,55,Caa1
641,PRT111X,Kroll,Long Term,D,2024-07-04,2024-08-25,0,55,D
642,PRT111X,Kroll,Long Term,A2,2024-08-26,2024-12-13,0,55,A2
